Student_ID,Department,Subject,Date,Time
S2796,MECH,Robotics,2026-04-08,FN
S2797,MECH,Robotics,2026-04-08,FN
S2798,MECH,Robotics,2026-04-08,FN
S2799,MECH,Robotics,2026-04-08,FN
S2800,MECH,Robotics,2026-04-08,FN
S2801,MECH,Robotics,2026-04-08,FN
S2802,MECH,Robotics,2026-04-08,FN
S2803,MECH,Robotics,2026-04-08,FN
S2804,MECH,Robotics,2026-04-08,FN
S2805,MECH,Robotics,2026-04-08,FN
S2806,MECH,Robotics,2026-04-08,FN
S2807,MECH,Robotics,2026-04-08,FN
S2808,MECH,Robotics,2026-04-08,FN
S2809,MECH,Robotics,2026-04-08,FN
S2810,MECH,Robotics,2026-04-08,FN
S2811,MECH,Robotics,2026-04-08,FN
S2812,MECH,Robotics,2026-04-08,FN
S2813,MECH,Robotics,2026-04-08,FN
S2814,MECH,Robotics,2026-04-08,FN
S2815,MECH,Robotics,2026-04-08,FN
S2816,MECH,Robotics,2026-04-08,FN
S2817,MECH,Robotics,2026-04-08,FN
S2818,MECH,Robotics,2026-04-08,FN
S2819,MECH,Robotics,2026-04-08,FN
S2820,MECH,Robotics,2026-04-08,FN
S2821,MECH,Robotics,2026-04-08,FN
S2822,MECH,Robotics,2026-04-08,FN
S2823,MECH,Robotics,2026-04-08,FN
S2824,MECH,Robotics,2026-04-08,FN
S2825,MECH,Robotics,2026-04-08,FN
S2826,MECH,Robotics,2026-04-08,FN
S2827,EEE,Renewable Energy,2026-04-08,FN
S2828,EEE,Renewable Energy,2026-04-08,FN
S2829,EEE,Renewable Energy,2026-04-08,FN
S2830,EEE,Renewable Energy,2026-04-08,FN
S2831,EEE,Renewable Energy,2026-04-08,FN
S2832,EEE,Renewable Energy,2026-04-08,FN
S2833,EEE,Renewable Energy,2026-04-08,FN
S2834,EEE,Renewable Energy,2026-04-08,FN
S2835,EEE,Renewable Energy,2026-04-08,FN
S2836,EEE,Renewable Energy,2026-04-08,FN
S2837,EEE,Renewable Energy,2026-04-08,FN
S2838,EEE,Renewable Energy,2026-04-08,FN
S2839,EEE,Renewable Energy,2026-04-08,FN
S2840,EEE,Renewable Energy,2026-04-08,FN
S2841,EEE,Renewable Energy,2026-04-08,FN
S2842,EEE,Renewable Energy,2026-04-08,FN
S2843,EEE,Renewable Energy,2026-04-08,FN
S2844,EEE,Renewable Energy,2026-04-08,FN
S2845,EEE,Renewable Energy,2026-04-08,FN
S2846,EEE,Renewable Energy,2026-04-08,FN
S2847,EEE,Renewable Energy,2026-04-08,FN
S2848,EEE,Renewable Energy,2026-04-08,FN
S2849,EEE,Renewable Energy,2026-04-08,FN
S2850,EEE,Renewable Energy,2026-04-08,FN
S2851,EEE,Renewable Energy,2026-04-08,FN
S2852,EEE,Renewable Energy,2026-04-08,FN
S2853,EEE,Renewable Energy,2026-04-08,FN
S2854,EEE,Renewable Energy,2026-04-08,FN
S2855,EEE,Renewable Energy,2026-04-08,FN
S2856,EEE,Renewable Energy,2026-04-08,FN
S2857,EEE,Renewable Energy,2026-04-08,FN
S2858,EEE,Renewable Energy,2026-04-08,FN
S2859,EEE,Renewable Energy,2026-04-08,FN
S2860,EEE,Renewable Energy,2026-04-08,FN
S2861,EEE,Renewable Energy,2026-04-08,FN
S2862,EEE,Renewable Energy,2026-04-08,FN
S2863,EEE,Renewable Energy,2026-04-08,FN
S2864,EEE,Renewable Energy,2026-04-08,FN
S2865,EEE,Renewable Energy,2026-04-08,FN
S2866,EEE,Renewable Energy,2026-04-08,FN
S2867,EEE,Renewable Energy,2026-04-08,FN
S2868,EEE,Renewable Energy,2026-04-08,FN
S2869,EEE,Renewable Energy,2026-04-08,FN
S2870,EEE,Renewable Energy,2026-04-08,FN
S2871,EEE,Renewable Energy,2026-04-08,FN
S2872,EEE,Renewable Energy,2026-04-08,FN
S2873,EEE,Renewable Energy,2026-04-08,FN
S2874,EEE,Renewable Energy,2026-04-08,FN
S2875,EEE,Renewable Energy,2026-04-08,FN
S2876,EEE,Renewable Energy,2026-04-08,FN
S2877,EEE,Renewable Energy,2026-04-08,FN
S2878,EEE,Renewable Energy,2026-04-08,FN
S2879,EEE,Renewable Energy,2026-04-08,FN
S2880,EEE,Renewable Energy,2026-04-08,FN
S2881,EEE,Renewable Energy,2026-04-08,FN
S2882,EEE,Renewable Energy,2026-04-08,FN
S2883,EEE,Renewable Energy,2026-04-08,FN
S2884,EEE,Renewable Energy,2026-04-08,FN
S2885,EEE,Renewable Energy,2026-04-08,FN
S2886,EEE,Renewable Energy,2026-04-08,FN
S2887,EEE,Renewable Energy,2026-04-08,FN
S2888,EEE,Renewable Energy,2026-04-08,FN
S2889,EEE,Renewable Energy,2026-04-08,FN
S2890,EEE,Renewable Energy,2026-04-08,FN
S2891,EEE,Renewable Energy,2026-04-08,FN
S2892,EEE,Renewable Energy,2026-04-08,FN
S2893,EEE,Renewable Energy,2026-04-08,FN
S2894,EEE,Renewable Energy,2026-04-08,FN
S2895,EEE,Renewable Energy,2026-04-08,FN
S2896,EEE,Renewable Energy,2026-04-08,FN
S2897,EEE,Renewable Energy,2026-04-08,FN
S2898,EEE,Renewable Energy,2026-04-08,FN
S2899,EEE,Renewable Energy,2026-04-08,FN
S2900,ECE,DSP,2026-04-01,AN
S2901,ECE,DSP,2026-04-01,AN
S2902,ECE,DSP,2026-04-01,AN
S2903,ECE,DSP,2026-04-01,AN
S2904,ECE,DSP,2026-04-01,AN
S2905,ECE,DSP,2026-04-01,AN
S2906,ECE,DSP,2026-04-01,AN
S2907,ECE,DSP,2026-04-01,AN
S2908,ECE,DSP,2026-04-01,AN
S2909,ECE,DSP,2026-04-01,AN
S2910,ECE,DSP,2026-04-01,AN
S2911,ECE,DSP,2026-04-01,AN
S2912,ECE,DSP,2026-04-01,AN
S2913,ECE,DSP,2026-04-01,AN
S2914,ECE,DSP,2026-04-01,AN
S2915,ECE,DSP,2026-04-01,AN
S2916,ECE,DSP,2026-04-01,AN
S2917,ECE,DSP,2026-04-01,AN
S2918,ECE,DSP,2026-04-01,AN
S2919,ECE,DSP,2026-04-01,AN
S2920,ECE,DSP,2026-04-01,AN
S2921,ECE,DSP,2026-04-01,AN
S2922,ECE,DSP,2026-04-01,AN
S2923,ECE,DSP,2026-04-01,AN
S2924,ECE,DSP,2026-04-01,AN
S2925,ECE,DSP,2026-04-01,AN
S2926,ECE,DSP,2026-04-01,AN
S2927,ECE,DSP,2026-04-01,AN
S2928,ECE,DSP,2026-04-01,AN
S2929,ECE,DSP,2026-04-01,AN
S2930,ECE,DSP,2026-04-01,AN
S2931,ECE,DSP,2026-04-01,AN
S2932,ECE,DSP,2026-04-01,AN
S2933,MECH,Heat Transfer,2026-04-10,AN
S2934,MECH,Heat Transfer,2026-04-10,AN
S2935,MECH,Heat Transfer,2026-04-10,AN
S2936,MECH,Heat Transfer,2026-04-10,AN
S2937,MECH,Heat Transfer,2026-04-10,AN
S2938,MECH,Heat Transfer,2026-04-10,AN
S2939,MECH,Heat Transfer,2026-04-10,AN
S2940,MECH,Heat Transfer,2026-04-10,AN
S2941,MECH,Heat Transfer,2026-04-10,AN
S2942,MECH,Heat Transfer,2026-04-10,AN
S2943,MECH,Heat Transfer,2026-04-10,AN
S2944,MECH,Heat Transfer,2026-04-10,AN
S2945,MECH,Heat Transfer,2026-04-10,AN
S2946,MECH,Heat Transfer,2026-04-10,AN
S2947,MECH,Heat Transfer,2026-04-10,AN
S2948,MECH,Heat Transfer,2026-04-10,AN
S2949,MECH,Heat Transfer,2026-04-10,AN
S2950,MECH,Heat Transfer,2026-04-10,AN
S2951,MECH,Heat Transfer,2026-04-10,AN
S2952,MECH,Heat Transfer,2026-04-10,AN
S2953,MECH,Heat Transfer,2026-04-10,AN
S2954,MECH,Heat Transfer,2026-04-10,AN
S2955,MECH,Heat Transfer,2026-04-10,AN
S2956,MECH,Heat Transfer,2026-04-10,AN
S2957,MECH,Heat Transfer,2026-04-10,AN
S2958,MECH,Heat Transfer,2026-04-10,AN
S2959,MECH,Heat Transfer,2026-04-10,AN
S2960,MECH,Heat Transfer,2026-04-10,AN
S2961,MECH,Heat Transfer,2026-04-10,AN
S2962,MECH,Heat Transfer,2026-04-10,AN
S2963,MECH,Heat Transfer,2026-04-10,AN
S2964,MECH,Heat Transfer,2026-04-10,AN
S2965,MECH,Heat Transfer,2026-04-10,AN
S2966,MECH,Heat Transfer,2026-04-10,AN
S2967,MECH,Heat Transfer,2026-04-10,AN
S2968,MECH,Heat Transfer,2026-04-10,AN
S2969,MECH,Heat Transfer,2026-04-10,AN
S2970,ECE,Analog Circuits,2026-04-05,AN
S2971,ECE,Analog Circuits,2026-04-05,AN
S2972,ECE,Analog Circuits,2026-04-05,AN
S2973,ECE,Analog Circuits,2026-04-05,AN
S2974,ECE,Analog Circuits,2026-04-05,AN
S2975,ECE,Analog Circuits,2026-04-05,AN
S2976,ECE,Analog Circuits,2026-04-05,AN
S2977,ECE,Analog Circuits,2026-04-05,AN
S2978,ECE,Analog Circuits,2026-04-05,AN
S2979,ECE,Analog Circuits,2026-04-05,AN
S2980,ECE,Analog Circuits,2026-04-05,AN
S2981,ECE,Analog Circuits,2026-04-05,AN
S2982,ECE,Analog Circuits,2026-04-05,AN
S2983,ECE,Analog Circuits,2026-04-05,AN
S2984,ECE,Analog Circuits,2026-04-05,AN
S2985,ECE,Analog Circuits,2026-04-05,AN
S2986,ECE,Analog Circuits,2026-04-05,AN
S2987,ECE,Analog Circuits,2026-04-05,AN
S2988,ECE,Analog Circuits,2026-04-05,AN
S2989,ECE,Analog Circuits,2026-04-05,AN
S2990,ECE,Analog Circuits,2026-04-05,AN
S2991,ECE,Analog Circuits,2026-04-05,AN
S2992,ECE,Analog Circuits,2026-04-05,AN
S2993,ECE,Analog Circuits,2026-04-05,AN
S2994,ECE,Analog Circuits,2026-04-05,AN
S2995,ECE,Analog Circuits,2026-04-05,AN
S2996,ECE,Analog Circuits,2026-04-05,AN
S2997,ECE,Analog Circuits,2026-04-05,AN
S2998,ECE,Analog Circuits,2026-04-05,AN
S2999,ECE,Analog Circuits,2026-04-05,AN
S3000,IT,Cyber Security,2026-04-04,FN
S3001,IT,Cyber Security,2026-04-04,FN
S3002,IT,Cyber Security,2026-04-04,FN
S3003,IT,Cyber Security,2026-04-04,FN
S3004,IT,Cyber Security,2026-04-04,FN
S3005,IT,Cyber Security,2026-04-04,FN
S3006,IT,Cyber Security,2026-04-04,FN
S3007,IT,Cyber Security,2026-04-04,FN
S3008,IT,Cyber Security,2026-04-04,FN
S3009,IT,Cyber Security,2026-04-04,FN
S3010,IT,Cyber Security,2026-04-04,FN
S3011,IT,Cyber Security,2026-04-04,FN
S3012,IT,Cyber Security,2026-04-04,FN
S3013,IT,Cyber Security,2026-04-04,FN
S3014,IT,Cyber Security,2026-04-04,FN
S3015,IT,Cyber Security,2026-04-04,FN
S3016,IT,Cyber Security,2026-04-04,FN
S3017,IT,Cyber Security,2026-04-04,FN
S3018,IT,Cyber Security,2026-04-04,FN
S3019,IT,Cyber Security,2026-04-04,FN
S3020,IT,Cyber Security,2026-04-04,FN
S3021,IT,Cyber Security,2026-04-04,FN
S3022,IT,Cyber Security,2026-04-04,FN
S3023,IT,Cyber Security,2026-04-04,FN
S3024,IT,Cyber Security,2026-04-04,FN
S3025,IT,Cyber Security,2026-04-04,FN
S3026,IT,Cyber Security,2026-04-04,FN
S3027,IT,Cyber Security,2026-04-04,FN
S3028,IT,Cyber Security,2026-04-04,FN
S3029,IT,Cyber Security,2026-04-04,FN
S3030,IT,Cyber Security,2026-04-04,FN
S3031,IT,Cyber Security,2026-04-04,FN
S3032,IT,Cyber Security,2026-04-04,FN
S3033,IT,Cyber Security,2026-04-04,FN
S3034,IT,Cyber Security,2026-04-04,FN
S3035,IT,Cyber Security,2026-04-04,FN
S3036,IT,Web Tech,2026-04-02,FN
S3037,IT,Web Tech,2026-04-02,FN
S3038,IT,Web Tech,2026-04-02,FN
S3039,IT,Web Tech,2026-04-02,FN
S3040,IT,Web Tech,2026-04-02,FN
S3041,IT,Web Tech,2026-04-02,FN
S3042,IT,Web Tech,2026-04-02,FN
S3043,IT,Web Tech,2026-04-02,FN
S3044,IT,Web Tech,2026-04-02,FN
S3045,IT,Web Tech,2026-04-02,FN
S3046,IT,Web Tech,2026-04-02,FN
S3047,IT,Web Tech,2026-04-02,FN
S3048,IT,Web Tech,2026-04-02,FN
S3049,IT,Web Tech,2026-04-02,FN
S3050,IT,Web Tech,2026-04-02,FN
S3051,IT,Web Tech,2026-04-02,FN
S3052,IT,Web Tech,2026-04-02,FN
S3053,IT,Web Tech,2026-04-02,FN
S3054,IT,Web Tech,2026-04-02,FN
S3055,IT,Web Tech,2026-04-02,FN
S3056,IT,Web Tech,2026-04-02,FN
S3057,IT,Web Tech,2026-04-02,FN
S3058,IT,Web Tech,2026-04-02,FN
S3059,IT,Web Tech,2026-04-02,FN
S3060,IT,Web Tech,2026-04-02,FN
S3061,IT,Web Tech,2026-04-02,FN
S3062,IT,Web Tech,2026-04-02,FN
S3063,IT,Web Tech,2026-04-02,FN
S3064,IT,Web Tech,2026-04-02,FN
S3065,IT,Web Tech,2026-04-02,FN
S3066,IT,Web Tech,2026-04-02,FN
S3067,IT,Web Tech,2026-04-02,FN
S3068,IT,Web Tech,2026-04-02,FN
S3069,IT,Web Tech,2026-04-02,FN
S3070,IT,Web Tech,2026-04-02,FN
S3071,IT,Web Tech,2026-04-02,FN
S3072,IT,Web Tech,2026-04-02,FN
S3073,IT,Web Tech,2026-04-02,FN
S3074,IT,Web Tech,2026-04-02,FN
S3075,CSE,Compiler Design,2026-04-07,AN
S3076,CSE,Compiler Design,2026-04-07,AN
S3077,CSE,Compiler Design,2026-04-07,AN
S3078,CSE,Compiler Design,2026-04-07,AN
S3079,CSE,Compiler Design,2026-04-07,AN
S3080,CSE,Compiler Design,2026-04-07,AN
S3081,CSE,Compiler Design,2026-04-07,AN
S3082,CSE,Compiler Design,2026-04-07,AN
S3083,CSE,Compiler Design,2026-04-07,AN
S3084,CSE,Compiler Design,2026-04-07,AN
S3085,CSE,Compiler Design,2026-04-07,AN
S3086,CSE,Compiler Design,2026-04-07,AN
S3087,CSE,Compiler Design,2026-04-07,AN
S3088,CSE,Compiler Design,2026-04-07,AN
S3089,CSE,Compiler Design,2026-04-07,AN
S3090,CSE,Compiler Design,2026-04-07,AN
S3091,CSE,Compiler Design,2026-04-07,AN
S3092,CSE,Compiler Design,2026-04-07,AN
S3093,CSE,Compiler Design,2026-04-07,AN
S3094,CSE,Compiler Design,2026-04-07,AN
S3095,CSE,Compiler Design,2026-04-07,AN
S3096,CSE,Compiler Design,2026-04-07,AN
S3097,CSE,Compiler Design,2026-04-07,AN
S3098,CSE,Compiler Design,2026-04-07,AN
S3099,CSE,Compiler Design,2026-04-07,AN
S3100,CSE,Compiler Design,2026-04-07,AN
S3101,CSE,Compiler Design,2026-04-07,AN
S3102,CSE,Compiler Design,2026-04-07,AN
S3103,CSE,Compiler Design,2026-04-07,AN
S3104,CSE,Compiler Design,2026-04-07,AN
S3105,CSE,Compiler Design,2026-04-07,AN
S3106,CSE,Compiler Design,2026-04-07,AN
S3107,CSE,Compiler Design,2026-04-07,AN
S3108,CSE,Compiler Design,2026-04-07,AN
S3109,CSE,Compiler Design,2026-04-07,AN
S3110,CSE,Compiler Design,2026-04-07,AN
S3111,CSE,Compiler Design,2026-04-07,AN
S3112,CSE,Compiler Design,2026-04-07,AN
S3113,CSE,Compiler Design,2026-04-07,AN
S3114,CSE,Compiler Design,2026-04-07,AN
S3115,CSE,Compiler Design,2026-04-07,AN
S3116,CSE,Compiler Design,2026-04-07,AN
S3117,CSE,Operating Systems,2026-04-01,FN
S3118,CSE,Operating Systems,2026-04-01,FN
S3119,CSE,Operating Systems,2026-04-01,FN
S3120,CSE,Operating Systems,2026-04-01,FN
S3121,CSE,Operating Systems,2026-04-01,FN
S3122,CSE,Operating Systems,2026-04-01,FN
S3123,CSE,Operating Systems,2026-04-01,FN
S3124,CSE,Operating Systems,2026-04-01,FN
S3125,CSE,Operating Systems,2026-04-01,FN
S3126,CSE,Operating Systems,2026-04-01,FN
S3127,CSE,Operating Systems,2026-04-01,FN
S3128,CSE,Operating Systems,2026-04-01,FN
S3129,CSE,Operating Systems,2026-04-01,FN
S3130,CSE,Operating Systems,2026-04-01,FN
S3131,CSE,Operating Systems,2026-04-01,FN
S3132,CSE,Operating Systems,2026-04-01,FN
S3133,CSE,Operating Systems,2026-04-01,FN
S3134,CSE,Operating Systems,2026-04-01,FN
S3135,CSE,Operating Systems,2026-04-01,FN
S3136,CSE,Operating Systems,2026-04-01,FN
S3137,CSE,Operating Systems,2026-04-01,FN
S3138,CSE,Operating Systems,2026-04-01,FN
S3139,CSE,Operating Systems,2026-04-01,FN
S3140,CSE,Operating Systems,2026-04-01,FN
S3141,CSE,Operating Systems,2026-04-01,FN
S3142,CSE,Operating Systems,2026-04-01,FN
S3143,CSE,Operating Systems,2026-04-01,FN
S3144,CSE,Operating Systems,2026-04-01,FN
S3145,CSE,Operating Systems,2026-04-01,FN
S3146,CSE,Operating Systems,2026-04-01,FN
S3147,CSE,Operating Systems,2026-04-01,FN
S3148,CSE,Operating Systems,2026-04-01,FN
S3149,CSE,Operating Systems,2026-04-01,FN
S3150,CSE,Operating Systems,2026-04-01,FN
S3151,CSE,Operating Systems,2026-04-01,FN
S3152,CSE,Operating Systems,2026-04-01,FN
S3153,CSE,Operating Systems,2026-04-01,FN
S3154,CSE,Operating Systems,2026-04-01,FN
S3155,CSE,Operating Systems,2026-04-01,FN
S3156,CSE,Operating Systems,2026-04-01,FN
S3157,CSE,Operating Systems,2026-04-01,FN
S3158,CSE,Operating Systems,2026-04-01,FN
S3159,CSE,Operating Systems,2026-04-01,FN
S3160,CSE,Operating Systems,2026-04-01,FN
S3161,CSE,Operating Systems,2026-04-01,FN
S3162,CSE,Operating Systems,2026-04-01,FN
S3163,CSE,Operating Systems,2026-04-01,FN
S3164,CSE,Operating Systems,2026-04-01,FN
S3165,CSE,Operating Systems,2026-04-01,FN
S3166,CSE,Operating Systems,2026-04-01,FN
S3167,CSE,Operating Systems,2026-04-01,FN
S3168,CSE,Operating Systems,2026-04-01,FN
S3169,CSE,Operating Systems,2026-04-01,FN
S3170,CSE,Operating Systems,2026-04-01,FN
S3171,CSE,Operating Systems,2026-04-01,FN
S3172,CSE,Operating Systems,2026-04-01,FN
S3173,CSE,Operating Systems,2026-04-01,FN
S3174,CSE,Operating Systems,2026-04-01,FN
S3175,CSE,Operating Systems,2026-04-01,FN
S3176,CSE,Operating Systems,2026-04-01,FN
S3177,CSE,DBMS,2026-04-01,FN
S3178,CSE,DBMS,2026-04-01,FN
S3179,CSE,DBMS,2026-04-01,FN
S3180,CSE,DBMS,2026-04-01,FN
S3181,CSE,DBMS,2026-04-01,FN
S3182,CSE,DBMS,2026-04-01,FN
S3183,CSE,DBMS,2026-04-01,FN
S3184,CSE,DBMS,2026-04-01,FN
S3185,CSE,DBMS,2026-04-01,FN
S3186,CSE,DBMS,2026-04-01,FN
S3187,CSE,DBMS,2026-04-01,FN
S3188,CSE,DBMS,2026-04-01,FN
S3189,CSE,DBMS,2026-04-01,FN
S3190,CSE,DBMS,2026-04-01,FN
S3191,CSE,DBMS,2026-04-01,FN
S3192,CSE,DBMS,2026-04-01,FN
S3193,CSE,DBMS,2026-04-01,FN
S3194,CSE,DBMS,2026-04-01,FN
S3195,CSE,DBMS,2026-04-01,FN
S3196,CSE,DBMS,2026-04-01,FN
S3197,CSE,DBMS,2026-04-01,FN
S3198,CSE,DBMS,2026-04-01,FN
S3199,CSE,DBMS,2026-04-01,FN
S3200,CSE,DBMS,2026-04-01,FN
S3201,CSE,DBMS,2026-04-01,FN
S3202,CSE,DBMS,2026-04-01,FN
S3203,CSE,DBMS,2026-04-01,FN
S3204,CSE,DBMS,2026-04-01,FN
S3205,CSE,DBMS,2026-04-01,FN
S3206,CSE,DBMS,2026-04-01,FN
S3207,CSE,DBMS,2026-04-01,FN
S3208,CSE,DBMS,2026-04-01,FN
S3209,CSE,DBMS,2026-04-01,FN
S3210,CSE,DBMS,2026-04-01,FN
S3211,CSE,DBMS,2026-04-01,FN
S3212,CSE,DBMS,2026-04-01,FN
S3213,CSE,DBMS,2026-04-01,FN
S3214,CSE,DBMS,2026-04-01,FN
S3215,CSE,DBMS,2026-04-01,FN
S3216,CSE,DBMS,2026-04-01,FN
S3217,CSE,DBMS,2026-04-01,FN
S3218,CSE,DBMS,2026-04-01,FN
S3219,CSE,DBMS,2026-04-01,FN
S3220,CSE,DBMS,2026-04-01,FN
S3221,CSE,DBMS,2026-04-01,FN
S3222,CSE,DBMS,2026-04-01,FN
S3223,CSE,DBMS,2026-04-01,FN
S3224,CSE,DBMS,2026-04-01,FN
S3225,CSE,DBMS,2026-04-01,FN
S3226,CSE,DBMS,2026-04-01,FN
S3227,CSE,DBMS,2026-04-01,FN
S3228,CSE,DBMS,2026-04-01,FN
S3229,CSE,DBMS,2026-04-01,FN
S3230,CSE,DBMS,2026-04-01,FN
S3231,CSE,DBMS,2026-04-01,FN
S3232,CSE,DBMS,2026-04-01,FN
S3233,CSE,DBMS,2026-04-01,FN
S3234,CSE,DBMS,2026-04-01,FN
S3235,CSE,DBMS,2026-04-01,FN
S3236,CSE,DBMS,2026-04-01,FN
S3237,CSE,DBMS,2026-04-01,FN
S3238,CSE,DBMS,2026-04-01,FN
S3239,IT,Cyber Security,2026-04-09,FN
S3240,IT,Cyber Security,2026-04-09,FN
S3241,IT,Cyber Security,2026-04-09,FN
S3242,IT,Cyber Security,2026-04-09,FN
S3243,IT,Cyber Security,2026-04-09,FN
S3244,IT,Cyber Security,2026-04-09,FN
S3245,IT,Cyber Security,2026-04-09,FN
S3246,IT,Cyber Security,2026-04-09,FN
S3247,IT,Cyber Security,2026-04-09,FN
S3248,IT,Cyber Security,2026-04-09,FN
S3249,IT,Cyber Security,2026-04-09,FN
S3250,IT,Cyber Security,2026-04-09,FN
S3251,IT,Cyber Security,2026-04-09,FN
S3252,IT,Cyber Security,2026-04-09,FN
S3253,IT,Cyber Security,2026-04-09,FN
S3254,IT,Cyber Security,2026-04-09,FN
S3255,IT,Cyber Security,2026-04-09,FN
S3256,IT,Cyber Security,2026-04-09,FN
S3257,IT,Cyber Security,2026-04-09,FN
S3258,IT,Cyber Security,2026-04-09,FN
S3259,IT,Cyber Security,2026-04-09,FN
S3260,IT,Cyber Security,2026-04-09,FN
S3261,IT,Cyber Security,2026-04-09,FN
S3262,IT,Cyber Security,2026-04-09,FN
S3263,IT,Cyber Security,2026-04-09,FN
S3264,IT,Cyber Security,2026-04-09,FN
S3265,IT,Cyber Security,2026-04-09,FN
S3266,IT,Cyber Security,2026-04-09,FN
S3267,IT,Cyber Security,2026-04-09,FN
S3268,IT,Cyber Security,2026-04-09,FN
S3269,IT,Cyber Security,2026-04-09,FN
S3270,IT,Cyber Security,2026-04-09,FN
S3271,IT,Cyber Security,2026-04-09,FN
S3272,IT,Cyber Security,2026-04-09,FN
S3273,IT,Cyber Security,2026-04-09,FN
S3274,IT,Cyber Security,2026-04-09,FN
S3275,IT,Cyber Security,2026-04-09,FN
S3276,IT,Cyber Security,2026-04-09,FN
S3277,IT,Cyber Security,2026-04-09,FN
S3278,IT,Cyber Security,2026-04-09,FN
S3279,IT,Cyber Security,2026-04-09,FN
S3280,IT,Cyber Security,2026-04-09,FN
S3281,IT,Cyber Security,2026-04-09,FN
S3282,IT,Cyber Security,2026-04-09,FN
S3283,IT,Cyber Security,2026-04-09,FN
S3284,IT,Cyber Security,2026-04-09,FN
S3285,IT,Cyber Security,2026-04-09,FN
S3286,IT,Cyber Security,2026-04-09,FN
S3287,IT,Cyber Security,2026-04-09,FN
S3288,IT,Cyber Security,2026-04-09,FN
S3289,IT,Cyber Security,2026-04-09,FN
S3290,IT,Cyber Security,2026-04-09,FN
S3291,IT,Cyber Security,2026-04-09,FN
S3292,IT,Cyber Security,2026-04-09,FN
S3293,IT,Cyber Security,2026-04-09,FN
S3294,IT,Cyber Security,2026-04-09,FN
S3295,IT,Cyber Security,2026-04-09,FN
S3296,IT,Cyber Security,2026-04-09,FN
S3297,MECH,Heat Transfer,2026-04-08,AN
S3298,MECH,Heat Transfer,2026-04-08,AN
S3299,MECH,Heat Transfer,2026-04-08,AN
S3300,MECH,Heat Transfer,2026-04-08,AN
S3301,MECH,Heat Transfer,2026-04-08,AN
S3302,MECH,Heat Transfer,2026-04-08,AN
S3303,MECH,Heat Transfer,2026-04-08,AN
S3304,MECH,Heat Transfer,2026-04-08,AN
S3305,MECH,Heat Transfer,2026-04-08,AN
S3306,MECH,Heat Transfer,2026-04-08,AN
S3307,MECH,Heat Transfer,2026-04-08,AN
S3308,MECH,Heat Transfer,2026-04-08,AN
S3309,MECH,Heat Transfer,2026-04-08,AN
S3310,MECH,Heat Transfer,2026-04-08,AN
S3311,MECH,Heat Transfer,2026-04-08,AN
S3312,MECH,Heat Transfer,2026-04-08,AN
S3313,MECH,Heat Transfer,2026-04-08,AN
S3314,MECH,Heat Transfer,2026-04-08,AN
S3315,MECH,Heat Transfer,2026-04-08,AN
S3316,MECH,Heat Transfer,2026-04-08,AN
S3317,MECH,Heat Transfer,2026-04-08,AN
S3318,MECH,Heat Transfer,2026-04-08,AN
S3319,MECH,Heat Transfer,2026-04-08,AN
S3320,MECH,Heat Transfer,2026-04-08,AN
S3321,MECH,Heat Transfer,2026-04-08,AN
S3322,MECH,Heat Transfer,2026-04-08,AN
S3323,MECH,Heat Transfer,2026-04-08,AN
S3324,MECH,Heat Transfer,2026-04-08,AN
S3325,MECH,Heat Transfer,2026-04-08,AN
S3326,MECH,Heat Transfer,2026-04-08,AN
S3327,MECH,Heat Transfer,2026-04-08,AN
S3328,MECH,Heat Transfer,2026-04-08,AN
S3329,MECH,Heat Transfer,2026-04-08,AN
S3330,MECH,Heat Transfer,2026-04-08,AN
S3331,MECH,Heat Transfer,2026-04-08,AN
S3332,MECH,Heat Transfer,2026-04-08,AN
S3333,MECH,Heat Transfer,2026-04-08,AN
S3334,MECH,Heat Transfer,2026-04-08,AN
S3335,ECE,Analog Circuits,2026-04-02,AN
S3336,ECE,Analog Circuits,2026-04-02,AN
S3337,ECE,Analog Circuits,2026-04-02,AN
S3338,ECE,Analog Circuits,2026-04-02,AN
S3339,ECE,Analog Circuits,2026-04-02,AN
S3340,ECE,Analog Circuits,2026-04-02,AN
S3341,ECE,Analog Circuits,2026-04-02,AN
S3342,ECE,Analog Circuits,2026-04-02,AN
S3343,ECE,Analog Circuits,2026-04-02,AN
S3344,ECE,Analog Circuits,2026-04-02,AN
S3345,ECE,Analog Circuits,2026-04-02,AN
S3346,ECE,Analog Circuits,2026-04-02,AN
S3347,ECE,Analog Circuits,2026-04-02,AN
S3348,ECE,Analog Circuits,2026-04-02,AN
S3349,ECE,Analog Circuits,2026-04-02,AN
S3350,ECE,Analog Circuits,2026-04-02,AN
S3351,ECE,Analog Circuits,2026-04-02,AN
S3352,ECE,Analog Circuits,2026-04-02,AN
S3353,ECE,Analog Circuits,2026-04-02,AN
S3354,ECE,Analog Circuits,2026-04-02,AN
S3355,ECE,Analog Circuits,2026-04-02,AN
S3356,ECE,Analog Circuits,2026-04-02,AN
S3357,ECE,Analog Circuits,2026-04-02,AN
S3358,ECE,Analog Circuits,2026-04-02,AN
S3359,ECE,Analog Circuits,2026-04-02,AN
S3360,ECE,Analog Circuits,2026-04-02,AN
S3361,ECE,Analog Circuits,2026-04-02,AN
S3362,ECE,Analog Circuits,2026-04-02,AN
S3363,ECE,Analog Circuits,2026-04-02,AN
S3364,ECE,Analog Circuits,2026-04-02,AN
